Línea	Id propuesta	Propuesta	Tipo elemento	Id elemento	Relación	Valor	Claim?	"Claim+premise?
WHY?"	Relacionado con aspecto?	Validación premisa(s)	Coherencia lógica p->c	Consistencia p1 <> p2	Persuasión	Apelación emocioal/ética (pathos/ethos)	
594	1085		Argumento	442	A favor	Estoy totalmente de acuerdo con la propuesta de carliños y además creo que es justo que todos los que tengan mascotas y las saquen a la calle para lo que sea, deban de pagar un impuesto.	1	0	1						
595	1085		Argumento	443	A favor	Creo que los que tienen perro tendrían que pagar un impuesto.	1	0	1						
596	1085		Argumento	444	En contra	Resulta que los impuestos que pagamos tanto en el veterinario como en cualquier producto para perros ya es excesivo.	1	0	1						
597	1085		Argumento	445	En contra	Dudo muchísimo que el hecho de poner un impuesto injusto a dueños de perros, recojan o no los excrementos, sirva para que la gente no abandone perros o no los adopte sin conocer las consecuencias.	1	0	1						
598	1085		Argumento	446	En contra	No estoy dispuesta a pagar las bolsitas de las cacas de los perros, que las paguen sus dueños.	1	0	0						
599	1085		Aspecto	Educación y concienciación		Fomentar la educación y concienciación de los dueños de perros sobre la limpieza de excrementos									
600	1085		Argumento	447	A favor	Jolín y cuanto cuesta un paquete de esas bolsas en el mercadona? tampoco creo que desbarate el presupuesto mensual.	0								
601	1085		Argumento	448	A favor	Hay que ser responsables con nuestros animales, recoger sus heces no cuesta nada.	1	1	1	1	2	2	1	2	
602	1085		Argumento	449	A favor	Yo tengo perro y siempre recojo los excrementos y me parece una guarreria tener que ir por la calle esquivando mierdas.	1	1	1	2	1	1	1	1	
603	1085		Argumento	450	En contra	Que basura de proposición.	-1								
604	1085		Argumento	451	En contra	Adoras a los perros y sin embargo los sufres. Un sinsentido, no crees?	0								
605	1085		Argumento	452	En contra	No estoy de acuerdo pero Creo que la solución que das es muy cara aquí dejo la mía.	0								
606	1085		Aspecto	Zonas designadas para perros		Creación de áreas específicas para que los perros puedan hacer sus necesidades									
607	1085		Argumento	453	A favor	Votado. Propongo Zonas para que los perros puedan estar libres y pipi-can, votad.	1	0	1						
608	1085		Argumento	454	A favor	De acuerdo con esto, de hecho es lo natural. Enfrente de mi casa hay un arenero y mi perra desde cachorro hace ahí sus necesidades y nunca lo hace en la acera, no le gusta.	1	1	1	2	1	2	1	1	
609	1085		Argumento	455	A favor	Me parece muy buena idea, pero un poco compleja para ponerla en marcha. Pero yo la apoyo.	1	0	1						
610	1085		Argumento	456	En contra	Ya está bien. Soluciones: Primera y más lógica. - Prohibir radicalmente los perros en Madrid.	1	0	0						
611	1085		Argumento	457	En contra	No a ese maltrato animal.	1	0	0						
612	1085		Argumento	458	En contra	Da asco ver los días de lluvia como los coches hacen salpicar el agua embarrada y sucia de los charcos sobre las aceras y fachadas.	1	0	0						
613	1085		Aspecto	Prohibición de perros en ciertas áreas		Prohibir la presencia de perros en ciertas áreas de la ciudad para evitar la suciedad									
614	1085		Argumento	459	A favor	Cada dueño debe encargarse de la forma más cómoda para él y para el perro de hacerlo cada uno en su casa.	1	0	1						
615	1085		Argumento	460	En contra	Hasta donde yo sé, las mascotas no tienen derecho a pensión.	0								
616	1085		Argumento	461	En contra	Los hijos de otros son tus pensiones del futuro, pero sobre los perros a quienes adoro: los disfrutas el dueño y los sufrimos todos.	0								
617	1085		Aspecto	Uso de tecnología para identificación		Uso de tecnología como el ADN para identificar a los perros y sus dueños en casos de incumplimiento									
618	1085		Argumento	462	A favor	El coste de las pruebas de ADN debería ser asumido por el propietario de la mascota.	1	0	1						
619	1085		Argumento	463	A favor	Estoy de acurdo con tu propuesta y no parece una utopía, . Ha día de hoy los perros tienen seguros que lo incluyan como responsabilidad civil, llevan un chip con su nombre y raza.	1	1	1	2	1	1	1	1	
620	1085		Argumento	464	A favor	Como siempre, al principio habrá protestas y gente incumplidora, igual que pasó con el tabaco, pero unas cuantas multas ejemplares o la confiscación del animal.	1	0	0						
621	1085		Argumento	465	En contra	Y por qué se tiene que analizar la caca?.	-1								
622	1085		Argumento	466	En contra	Tampoco veo correcto que se intente sancionar a un dueño de un perro por el ADN del can.	1	0	1						
623	1114	Concienciación en colegios para el respeto por los animales													
624	1114	Programa de concienciación en colegios coordinado por expertos en la lucha contra el maltrato animal y abandono.													
625	1114		Aspecto	Educación sobre respeto animal		La inclusión de la concienciación sobre el respeto a los animales en los colegios									
626	1114		Argumento	467	A favor	Considero que sería enriquecedor para los niños y una oportunidad ejemplar para conseguir una sociedad cada vez más amiga de los animales.	1	0	1						
627	1114		Argumento	468	A favor	Es muy importante que los niños aprendan de pequeños a respetar y amar a los animales para conseguir acabar con el maltrato animal y hacernos más conscientes de que somos un animal más y todos merecemos respeto.	1	1	1	1	2	1	2	2	
628	1114		Argumento	469	A favor	Es importante la educación a favor de los animales y es vergonzoso e indignante ver como hay un montón de ciudadanos que se pasean por los mercados de Madrid y no se revelan al ver los cadáveres de inocentes animales expuestos como mercadería.	1	0	0						
629	1114		Argumento	470	A favor	Considero muy necesario que desde las escuelas se implante un programa de ética para con los animales no humanos no sólo para con las personas.	1	0	1						
630	1114		Argumento	471	En contra	La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos.	1	0	0						
631	1114		Argumento	472	En contra	Lo veo un poco exagerado el estudio para la ciudadanía es una asignatura y hay muchas cosas que enseñar a los niños aparte del respeto a todo y todos.	1	1	1	1	2	1	1	2	
632	1114		Argumento	473	En contra	No son excluyentes pero en la vida siempre se prioriza en base a una escala de valores universal.	1	0	0						
633	1114		Aspecto	Inclusión de temas de animales en peligro		La necesidad de enfocarse también en animales en peligro de extinción en la educación									
634	1114		Argumento	474	A favor	Es muy importante la educación y respeto pero porque nunca se habla de animales que están en peligro de extinción pero si de perros y gatos.	1	1	1	1	0	1	1	2	
635	1114		Argumento	475	En contra	El amor a los animales es mucho más extensivo que solamente los animales domésticos.	1	0	1						
636	1114		Aspecto	Relativismo moral en el maltrato animal		La existencia de un relativismo moral respecto al maltrato animal									
637	1114		Argumento	476	A favor	pero en lo que concierne al tema del maltrato animal a día de hoy y a estas alturas no hay relativismo moral que valga.	1	0	1						
638	1114		Argumento	477	A favor	Cada uno tiene su escala de valores y prioridades e insisto en que los que nos preocupan los animales también nos preocupan las personas y los problemas que nos rodean.	0								
639	1114		Argumento	478	En contra	Discrepo lo que creo que entiendes por escala de valores universales.	0								
640	1121	Museo de Metro en las Cocheras Históricas de Cuatro Caminos													
641	1121	Promovemos la protección de las Cocheras Históricas de Metro 1919 y su conversión en un Museo de Metro, para cobijar la gran colección de trenes históricos que atesora Metro de Madrid.													
642	1121		Aspecto	Valor Patrimonial		La consideración de las cocheras como patrimonio histórico.									
643	1121		Argumento	479	A favor	Las cocheras de Cuatro Caminos forman parte del patrimonio histórico de la ciudad y pertenecen al conjunto de los madrileños.	1	0	1						
644	1121		Argumento	480	A favor	Son las primeras cocheras Edificadas para el servicio del Metro en Madrid en 1918 y son por lo tanto una obra histórica.	1	1	1	2	1	2	1	2	
645	1121		Argumento	481	En contra	Cualquier arquitecto conservacionista estaría de acuerdo en demoler semejante adefesio sin valor arquitectónico alguno.	1	1	1	0	1	1	1	1	
646	1121		Argumento	482	En contra	Esas cocheras son un tremendo obstáculo que impide la remodelación de esa zona de Madrid.	1	1	0	1	2	1	1	0	
647	1121		Aspecto	Impacto Urbanístico		El efecto de la propuesta en el desarrollo urbano y la vida del barrio.									
648	1121		Argumento	483	A favor	Creo que ya va siendo hora de que el medio de transporte más emblemático del país tenga un museo dedicado a él.	1	0	0						
649	1121		Argumento	484	A favor	Necesario totalmente emprender este proyecto que otorgaría una importancia a nivel europeo en materia de patrimonio a nuestra ciudad.	1	1	1	1	2	1	1	1	
650	1121		Argumento	485	En contra	El proyecto de dicha cooperativa incluye la construcción de un enorme parque público, y de edificios para dotaciones públicas.	1	0	1						
651	1121		Argumento	486	En contra	El barrio mejoraría muchísimo y sería beneficioso para todos los vecinos.	1	0	1						
652	1121		Aspecto	Impacto Económico		Las consecuencias económicas de la propuesta.									
653	1121		Argumento	487	A favor	En términos económicos el crear este Museo, en una obra ya existente y que solo precisa un lavado de cara nunca ha sido restaurada y el agregar varios elementos de uso es algo que supondrá un coste mucho menor a los ciudadanos de Madrid.	1	1	1	2	1	1	1	1	
654	1121		Argumento	488	En contra	Otro museo de no se sabe qué será otra rendija por la que se escapará el dinero público, necesario para pagar pensiones, desempleo, dependencia, hospitales.	1	1	1	1	0	0	2	1	
655	1121		Argumento	489	En contra	Esta propuesta es sumamente irresponsable.	0								
656	1121		Aspecto	Seguridad Jurídica		Las implicaciones legales y de seguridad jurídica de la propuesta.									
657	1121		Argumento	490	A favor	Se puede devolver el dinero pagado a los compradores del terreno sin ningún problema.	1	0	0						
658	1121		Argumento	491	En contra	Esta propuesta sería un grave ataque a la seguridad jurídica y a la propiedad privada de personas de la clase media.	1	0	1						
659	1121		Argumento	492	En contra	Inseguridad jurídica, es lo que proponen. Si es así que no cuenten con inversiones.	1	0	1						
660	1121		Aspecto	Interés Público		La relevancia de la propuesta para el interés general y público.									
661	1121		Argumento	493	A favor	La historia de Metro está a disposición de madrileños y turistas a través de estos dos lugares, uno de ellos en nuestro futuro barrio, cocheras de metro mediante.	1	0	0						
662	1121		Argumento	494	A favor	Hay gente que desconoce que Metro atesora una colección de trenes históricos.	1	0	1						
663	1121		Argumento	495	En contra	Para qué necesita Chamberí un museo ahí? Lo que hace falta es un parque y edificio para uso público del barrio.	1	0	1						
664	1121		Argumento	496	En contra	El ayuntamiento de Madrid no podría crear un museo del metro esto es gastarse el dinero más que nada porque Metro depende de la CAM.	1	1	0	1	0	1	1	0	
665	1121		Aspecto	Impacto en la Vivienda		Las consecuencias de la propuesta en la disponibilidad y el desarrollo de viviendas.									
666	1121		Argumento	497	A favor	Se propone expropiar los terrenos para las futuras viviendas de 450 familias para hacer un museo del metro?	-1								
667	1121		Argumento	498	En contra	Buenos días, con qué propósito apoyáis esto por favor? todos los que hemos invertido en los pisos que se intentan construir nos está costando mucho esfuerzo.	0								
668	1121		Argumento	499	En contra	Una vergüenza total lo que quiere hacer el ayuntamiento con unos vecinos que han comprado un terreno de forma absolutamente legal para edificar ahí sus viviendas.	0								
669	1121		Aspecto	Conservación del Patrimonio		La importancia de preservar las cocheras como parte del patrimonio histórico.									
670	1121		Argumento	500	A favor	No hay ninguna recinto de la ciudad capacitado para albergar las 36 unidades de metro históricas que se preservan que este ubicado en zona céntrica, accesible al público a través de medios de transporte, y en un recinto histórico como lo es esta obra.	1	0	0						
